,Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region,market
7657,2016-05-08,1.23,85623.78,1143.94,51234.94,411.23,32833.67,32833.67,0.0,0.0,0,42,0
7658,2016-05-08,1.56,4156.13,0.0,168.54,0.0,3987.59,2181.06,1806.53,0.0,1,42,0
7659,2016-05-08,0.92,493628.61,238892.93,96504.07,163.0,158068.61,81108.34,76960.27,0.0,0,43,1
7660,2016-05-08,1.51,4029.84,1011.79,74.29,0.0,2943.76,2940.43,3.33,0.0,1,43,1
7665,2016-05-08,0.74,1052940.48,623286.74,183588.62,33224.01,212841.11,124984.25,83560.19,4296.67,0,44,3
7666,2016-05-08,1.1,41244.99,4759.58,9207.54,14337.18,12940.69,7111.59,5829.1,0.0,1,44,3
7667,2016-05-15,1.36,96924.19,901.65,75847.91,82.97,20091.66,19802.87,288.79,0.0,0,0,0
7668,2016-05-15,1.59,1259.86,17.4,367.82,0.0,874.64,874.64,0.0,0.0,1,0,0
7669,2016-05-15,0.68,755306.53,292232.77,166131.16,80.12,296862.48,126898.8,169317.09,646.59,0,1,1
7670,2016-05-15,1.29,10861.36,1970.2,3792.08,0.0,5099.08,1442.03,3657.05,0.0,1,1,1
7671,2016-05-15,1.12,901689.79,58943.81,629734.43,16372.03,196639.52,189850.35,6194.73,594.44,0,2,2
7672,2016-05-15,1.7,16935.54,684.57,8702.37,189.88,7358.72,6434.69,924.03,0.0,1,2,2
7673,2016-05-15,0.58,95143.57,34103.08,6201.35,15.58,54823.56,52268.89,2490.17,64.5,0,3,3
7674,2016-05-15,1.55,1755.38,2.65,1152.33,0.0,600.4,360.0,240.4,0.0,1,3,3
7675,2016-05-15,1.06,709563.16,5790.13,517840.35,63055.48,122877.2,122533.87,198.89,144.44,0,4,0
7676,2016-05-15,1.58,14776.15,6.02,549.85,0.0,14220.28,12627.58,1592.7,0.0,1,4,0
7677,2016-05-15,1.09,164790.54,1410.85,72074.47,1160.99,90144.23,90144.23,0.0,0.0,0,5,0
7678,2016-05-15,1.46,7832.2,30.86,239.42,0.0,7561.92,5027.27,2534.65,0.0,1,5,0
7681,2016-05-15,1.12,215807.01,31853.93,103793.02,17607.68,62552.38,51589.2,10963.18,0.0,0,6,2
7682,2016-05-15,1.69,6007.48,320.43,2628.62,554.28,2504.15,2500.82,3.33,0.0,1,6,2
7683,2016-05-15,1.04,930403.37,49039.58,609294.15,157984.71,114084.93,108571.35,4797.75,715.83,0,7,4
7684,2016-05-15,1.61,32454.82,37.45,30432.28,0.0,1985.09,1985.09,0.0,0.0,1,7,4
7685,2016-05-15,0.88,250333.08,3505.82,151116.33,21963.46,73747.47,14077.5,53944.28,5725.69,0,8,4
7686,2016-05-15,1.4,15206.47,359.02,8892.58,0.0,5954.87,1681.91,4272.96,0.0,1,8,4
7687,2016-05-15,0.84,202002.0,76164.88,47725.96,21036.66,57074.5,33941.16,18532.83,4600.51,0,9,4
7688,2016-05-15,1.22,7017.73,346.52,3729.33,5.72,2936.16,754.84,2181.32,0.0,1,9,4
7689,2016-05-15,0.71,1366439.71,620139.86,308643.7,77616.6,360039.55,341082.58,16387.52,2569.45,0,10,5
7690,2016-05-15,1.06,26845.53,8541.46,830.92,0.0,17473.15,13365.82,4107.33,0.0,1,10,5
7691,2016-05-15,0.9,952354.86,159348.75,252574.36,39117.61,501314.14,71486.17,427648.8,2179.17,0,11,3
7692,2016-05-15,0.99,24086.48,11220.31,3023.72,23.73,9818.72,6425.59,3393.13,0.0,1,11,3
7693,2016-05-15,0.86,485653.27,139497.99,86027.72,120894.82,139232.74,86915.56,16445.31,35871.87,0,12,4
7694,2016-05-15,1.33,14006.16,321.4,7201.35,0.0,6483.41,854.68,5628.73,0.0,1,12,4
7695,2016-05-15,0.88,295706.69,1673.41,211337.24,6471.52,76224.52,67998.45,7823.6,402.47,0,13,4
7696,2016-05-15,1.6,1891.39,42.3,1296.57,0.0,552.52,537.94,14.58,0.0,1,13,4
7699,2016-05-15,1.08,270638.76,34543.04,159858.65,227.18,76009.89,73289.96,2719.93,0.0,0,14,0
7700,2016-05-15,1.79,9086.18,328.73,146.41,21.09,8589.95,7718.25,871.7,0.0,1,14,0
7701,2016-05-15,1.24,416264.79,5224.33,353742.7,778.99,56518.77,55425.49,1053.23,40.05,0,15,0
7702,2016-05-15,2.34,7461.06,22.7,3504.75,14.69,3918.92,3865.51,53.41,0.0,1,15,0
7703,2016-05-15,0.69,1343566.69,614769.67,335853.13,95672.31,297271.58,102106.82,192425.32,2739.44,0,16,5
7704,2016-05-15,1.0,22900.08,7829.0,40.07,0.0,15031.01,10087.16,4943.85,0.0,1,16,5
7705,2016-05-15,0.88,212806.58,11249.01,98565.23,23505.68,79486.66,46726.38,27196.04,5564.24,0,17,4
7706,2016-05-15,1.26,4772.79,72.55,1915.81,0.0,2784.43,1416.26,1368.17,0.0,1,17,4
7707,2016-05-15,0.79,257370.46,98256.73,59901.5,275.59,98936.64,19409.71,77620.26,1906.67,0,18,1
7708,2016-05-15,1.76,3079.43,2042.3,140.46,0.0,896.67,896.67,0.0,0.0,1,18,1
7709,2016-05-15,0.86,317621.52,131370.13,107124.85,1468.26,77658.28,41031.25,36627.03,0.0,0,19,3
7710,2016-05-15,1.2,28101.68,6186.61,15446.24,0.0,6468.83,433.09,6035.74,0.0,1,19,3
7711,2016-05-15,0.82,2866855.58,1134719.15,643464.88,95527.46,993144.09,871562.92,104146.0,17435.17,0,20,6
7712,2016-05-15,1.14,108031.14,15403.16,30675.2,0.0,61952.78,61935.64,17.14,0.0,1,20,6
7713,2016-05-15,0.86,106278.64,2286.09,62308.98,6837.7,34845.87,12021.77,20894.39,1929.71,0,21,2
7714,2016-05-15,1.48,2477.92,0.0,1268.34,0.0,1209.58,357.89,851.69,0.0,1,21,2
7715,2016-05-15,0.88,889357.25,408466.47,227686.36,223.52,252980.9,64835.66,185705.24,2440.0,0,22,1
7716,2016-05-15,1.42,6346.82,757.35,34.54,0.0,5554.93,5548.26,6.67,0.0,1,22,1
7719,2016-05-15,0.81,219615.86,103729.74,31344.62,975.69,83565.81,55828.84,27611.27,125.7,0,23,2
7720,2016-05-15,1.26,14199.98,734.0,5261.02,0.0,8204.96,2141.29,6063.67,0.0,1,23,2
7721,2016-05-15,0.86,288244.89,156109.25,35603.07,455.63,96076.94,62286.55,33790.39,0.0,0,24,5
7722,2016-05-15,1.44,3075.57,442.01,0.0,0.0,2633.56,2616.89,16.67,0.0,1,24,5
7723,2016-05-15,1.14,1706730.17,17964.49,1274098.3,16601.36,398066.02,343885.47,52450.52,1730.03,0,25,0
7724,2016-05-15,2.02,34788.28,4328.47,15961.11,2631.05,11867.65,11026.93,840.72,0.0,1,25,0
7727,2016-05-15,1.07,443517.22,3333.83,314998.46,47340.47,77844.46,77840.76,3.7,0.0,0,26,0
7728,2016-05-15,1.22,5778.15,0.0,220.55,0.0,5557.6,5557.6,0.0,0.0,1,26,0
7729,2016-05-15,0.83,512839.94,218691.6,121577.54,378.29,172192.51,46050.87,121150.53,4991.11,0,27,1
7730,2016-05-15,1.64,5418.84,2354.87,122.94,0.0,2941.03,2941.03,0.0,0.0,1,27,1
7731,2016-05-15,1.22,474934.47,14393.49,313358.88,10279.83,136902.27,121275.31,15195.02,431.94,0,28,0
7732,2016-05-15,1.98,10923.26,548.92,3732.27,166.38,6475.69,5472.24,1003.45,0.0,1,28,0
7733,2016-05-15,0.55,1318932.22,877701.71,266908.38,13478.11,160844.02,60965.94,99187.8,690.28,0,29,3
7734,2016-05-15,1.37,23075.45,6930.33,11799.94,0.0,4345.18,418.79,3926.39,0.0,1,29,3
7735,2016-05-15,0.87,165733.74,1504.36,113018.31,2930.76,48280.31,16500.86,31690.56,88.89,0,30,0
7736,2016-05-15,1.41,2139.33,181.27,240.6,14.83,1702.63,1702.63,0.0,0.0,1,30,0
7739,2016-05-15,0.75,884782.05,139703.26,220231.82,18398.06,506448.91,491056.93,14194.76,1197.22,0,31,3
7740,2016-05-15,1.61,28745.81,1973.0,24271.37,3.34,2498.1,96.67,2401.43,0.0,1,31,3
7741,2016-05-15,1.1,293520.49,57225.93,131575.08,15602.76,89116.72,86768.77,1193.78,1154.17,0,32,2
7742,2016-05-15,1.66,6628.06,281.92,3879.17,441.75,2025.22,1946.67,78.55,0.0,1,32,2
7743,2016-05-15,1.0,250352.36,63701.44,121474.74,5701.56,59474.62,59227.96,152.32,94.34,0,33,2
7744,2016-05-15,1.37,8522.69,193.62,5552.32,298.24,2478.51,2022.44,456.07,0.0,1,33,2
7745,2016-05-15,0.94,141716.2,41009.19,55894.53,199.99,44612.49,42432.85,2073.58,106.06,0,34,2
7746,2016-05-15,1.35,6897.54,83.19,4760.89,0.0,2053.46,1488.5,564.96,0.0,1,34,2
7747,2016-05-15,1.17,438309.86,137852.11,224842.97,27155.74,48459.04,48442.97,7.3,8.77,0,35,6
7748,2016-05-15,1.72,11673.76,3732.91,7340.87,0.0,599.98,599.98,0.0,0.0,1,35,6
7749,2016-05-15,0.86,553706.74,196229.51,169362.37,19467.77,168647.09,133555.36,35091.73,0.0,0,36,6
7750,2016-05-15,1.53,16392.02,2107.1,9617.74,0.0,4667.18,4667.18,0.0,0.0,1,36,6
7751,2016-05-15,1.37,772064.79,201205.64,438490.13,61090.32,71278.7,69780.99,1042.15,455.56,0,37,6
7752,2016-05-15,2.27,31308.71,1845.91,27742.47,0.0,1720.33,1713.66,6.67,0.0,1,37,6
7753,2016-05-15,0.83,844349.33,87749.32,218295.82,12759.69,525544.5,523711.87,1383.28,449.35,0,38,3
7754,2016-05-15,1.71,42825.14,739.57,32468.52,22.47,9594.58,233.22,9361.36,0.0,1,38,3
7755,2016-05-15,0.89,422276.07,153126.16,137072.54,6161.52,125915.85,69081.36,56332.31,502.18,0,39,1
7756,2016-05-15,1.48,9990.1,752.91,2472.08,271.64,6493.47,6020.41,473.06,0.0,1,39,1
7761,2016-05-15,0.85,111993.65,24776.24,22868.96,3401.0,60947.45,60819.71,32.08,95.66,0,40,3
7762,2016-05-15,1.61,3399.86,77.0,2582.47,0.0,740.39,0.0,740.39,0.0,1,40,3
7763,2016-05-15,0.75,290603.88,69857.38,10440.9,46.32,210259.28,179609.78,30236.34,413.16,0,41,7
7764,2016-05-15,1.69,6797.21,2767.39,1279.65,0.0,2750.17,315.53,2434.64,0.0,1,41,7
7765,2016-05-15,1.23,71440.0,1015.43,41631.44,695.37,28097.76,28097.76,0.0,0.0,0,42,0
7766,2016-05-15,1.45,3438.24,1.24,162.57,0.0,3274.43,2427.81,846.62,0.0,1,42,0
7767,2016-05-15,0.86,522134.64,214251.75,138866.8,113.49,168902.6,58113.67,106150.87,4638.06,0,43,1
7768,2016-05-15,1.5,5009.34,1207.48,64.79,0.0,3737.07,3737.07,0.0,0.0,1,43,1
7773,2016-05-15,0.7,901217.17,581142.58,136712.42,20624.94,162737.23,97314.33,61552.9,3870.0,0,44,3
7774,2016-05-15,1.25,50809.3,6329.81,28751.94,572.18,15155.37,5948.7,9206.67,0.0,1,44,3
7775,2016-05-22,1.34,98863.64,929.07,74678.36,59.07,23197.14,22571.49,20.65,605.0,0,0,0
7776,2016-05-22,1.55,1193.06,26.72,346.19,0.0,820.15,820.15,0.0,0.0,1,0,0
7777,2016-05-22,0.79,585351.77,206761.15,110884.32,174.9,267531.4,91575.69,171020.72,4934.99,0,1,1
7778,2016-05-22,1.27,11405.47,2303.59,3734.43,0.0,5367.45,1262.52,4104.93,0.0,1,1,1
7779,2016-05-22,1.19,837573.29,60638.26,540988.18,19544.87,216401.98,211306.25,2950.73,2145.0,0,2,2
7780,2016-05-22,1.87,22054.1,623.71,9582.05,278.07,11570.27,11243.91,326.36,0.0,1,2,2
7781,2016-05-22,0.65,75996.51,32112.63,3221.12,2.65,40660.11,40606.62,35.29,18.2,0,3,3
7782,2016-05-22,1.43,2779.2,0.0,2320.42,0.0,458.78,390.0,68.78,0.0,1,3,3
7783,2016-05-22,1.05,665086.17,4319.45,430580.52,81859.54,148326.66,146904.74,136.92,1285.0,0,4,0
7784,2016-05-22,1.57,18030.82,8.23,593.13,0.0,17429.46,15470.61,1958.85,0.0,1,4,0
7785,2016-05-22,1.12,168251.29,1532.9,72247.42,856.81,93614.16,92304.16,0.0,1310.0,0,5,0
7786,2016-05-22,1.55,8382.59,9.51,993.77,0.0,7379.31,4217.21,3162.1,0.0,1,5,0
7789,2016-05-22,1.26,203492.89,37008.26,95769.19,20859.76,49855.68,45579.73,3940.95,335.0,0,6,2
7790,2016-05-22,1.71,5433.16,437.48,2422.71,544.63,2028.34,2021.67,6.67,0.0,1,6,2
7791,2016-05-22,1.11,903864.9,36568.67,592064.53,145104.44,130127.26,121785.52,6544.59,1797.15,0,7,4
7792,2016-05-22,1.33,45768.24,77.57,44459.63,0.0,1231.04,1231.04,0.0,0.0,1,7,4
7793,2016-05-22,0.82,250387.73,4092.03,144150.98,6810.54,95334.18,18281.32,74251.91,2800.95,0,8,4
7794,2016-05-22,1.39,14720.61,408.42,9071.13,0.0,5241.06,1062.17,4178.89,0.0,1,8,4
7795,2016-05-22,0.83,210263.7,105959.95,37763.5,6777.98,59762.27,48049.79,9991.52,1720.96,0,9,4
7796,2016-05-22,1.31,6711.12,389.47,3323.72,18.38,2979.55,1037.65,1941.9,0.0,1,9,4
7797,2016-05-22,0.7,1378888.74,596612.09,352914.52,102484.78,326877.35,300179.82,21095.15,5602.38,0,10,5
7798,2016-05-22,1.0,24210.7,8434.31,437.88,0.0,15338.51,11584.99,3753.52,0.0,1,10,5
7799,2016-05-22,0.9,932146.56,160299.04,266856.24,17526.17,487465.11,79603.12,407238.98,623.01,0,11,3
7800,2016-05-22,0.92,49143.63,25268.6,1852.73,33.92,21988.38,21660.14,328.24,0.0,1,11,3
7801,2016-05-22,1.07,303330.62,118921.39,40268.68,35077.81,109062.74,94755.66,4350.37,9956.71,0,12,4
7802,2016-05-22,0.88,24932.62,479.17,8182.24,0.0,16271.21,697.26,15573.95,0.0,1,12,4
7803,2016-05-22,1.31,151840.62,1949.63,84537.07,4986.35,60367.57,50741.23,7308.23,2318.11,0,13,4
7804,2016-05-22,1.75,1610.27,19.03,1178.7,0.0,412.54,380.0,32.54,0.0,1,13,4
7807,2016-05-22,1.12,257598.79,40865.69,124677.68,182.79,91872.63,90017.38,775.25,1080.0,0,14,0
7808,2016-05-22,1.81,8511.92,402.74,145.32,20.24,7943.62,7642.22,301.4,0.0,1,14,0
7809,2016-05-22,1.26,296893.56,3701.05,224262.53,521.9,68408.08,66397.8,940.28,1070.0,0,15,0
7810,2016-05-22,2.36,10501.75,29.41,3535.03,0.0,6937.31,6925.43,11.88,0.0,1,15,0
7811,2016-05-22,0.68,1378761.67,569011.09,339100.41,169713.69,300936.48,125723.56,165911.25,9301.67,0,16,5
7812,2016-05-22,0.97,28571.29,10630.19,66.78,0.0,17874.32,14837.35,3036.97,0.0,1,16,5
7813,2016-05-22,0.87,214847.19,10857.82,105336.69,17819.68,80833.0,46352.36,29562.74,4917.9,0,17,4
7814,2016-05-22,1.36,3722.4,106.92,1841.73,0.0,1773.75,864.81,908.94,0.0,1,17,4
7815,2016-05-22,1.17,160652.39,83011.39,27437.92,356.55,49846.53,20619.97,27239.89,1986.67,0,18,1
7816,2016-05-22,1.66,3862.88,2130.3,142.19,13.72,1576.67,1576.67,0.0,0.0,1,18,1
7817,2016-05-22,0.93,318913.34,122331.83,89286.71,15173.34,92121.46,37169.82,54951.64,0.0,0,19,3
7818,2016-05-22,1.38,17710.51,4850.71,8099.11,0.0,4760.69,496.56,4264.13,0.0,1,19,3
7819,2016-05-22,0.76,3134305.39,1084784.88,782144.64,89228.29,1178147.58,1068850.13,87973.45,21324.0,0,20,6
7820,2016-05-22,0.98,115978.52,14507.68,32012.84,0.0,69458.0,69453.71,4.29,0.0,1,20,6
7821,2016-05-22,0.91,113794.41,2002.85,77719.29,2243.57,31828.7,13628.45,17376.34,823.91,0,21,2
7822,2016-05-22,1.28,2178.13,0.0,1117.21,0.0,1060.92,190.0,870.92,0.0,1,21,2
7823,2016-05-22,1.26,497819.63,273987.6,103459.89,257.43,120114.71,56006.36,54738.35,9370.0,0,22,1
7824,2016-05-22,1.4,5366.43,843.16,33.27,0.0,4490.0,4486.67,3.33,0.0,1,22,1
7827,2016-05-22,0.92,204128.5,115616.52,18839.88,712.61,68959.49,56097.72,11396.65,1465.12,0,23,2
7828,2016-05-22,1.16,11734.73,1043.67,4484.55,0.0,6206.51,1970.0,4236.51,0.0,1,23,2
7829,2016-05-22,0.96,271554.45,152790.74,32548.05,495.61,85720.05,67298.09,13429.74,4992.22,0,24,5
7830,2016-05-22,1.58,1581.74,564.95,5.8,0.0,1010.99,1007.66,3.33,0.0,1,24,5
7831,2016-05-22,1.14,1586647.62,16781.6,1157504.36,16382.54,395979.12,362726.03,32847.65,405.44,0,25,0
7832,2016-05-22,2.01,44794.06,5435.81,21065.01,2695.05,15598.19,15280.12,318.07,0.0,1,25,0
7835,2016-05-22,1.02,433251.71,2888.48,280360.37,64720.71,85282.15,82259.75,7.4,3015.0,0,26,0
7836,2016-05-22,1.26,7645.75,3.81,249.99,0.0,7391.95,7391.95,0.0,0.0,1,26,0
7837,2016-05-22,1.17,312532.64,163428.19,55452.91,307.92,93343.62,44788.78,40285.11,8269.73,0,27,1
7838,2016-05-22,1.59,6642.88,2685.64,132.93,0.0,3824.31,3824.31,0.0,0.0,1,27,1
7839,2016-05-22,1.2,459980.05,15264.75,282262.41,10911.53,151541.36,143071.97,8469.39,0.0,0,28,0
7840,2016-05-22,1.97,11516.4,750.67,4399.1,8.71,6357.92,6250.8,107.12,0.0,1,28,0
7841,2016-05-22,0.68,1063411.38,616427.64,233772.43,22533.69,190677.62,59067.63,131561.38,48.61,0,29,3
7842,2016-05-22,1.52,14664.1,5249.23,6143.97,0.0,3270.9,304.08,2966.82,0.0,1,29,3
7843,2016-05-22,1.17,113857.64,1083.05,68958.85,1536.78,42278.96,21961.82,19066.58,1250.56,0,30,0
7844,2016-05-22,1.42,1978.61,378.44,149.65,31.59,1418.93,1418.93,0.0,0.0,1,30,0
7847,2016-05-22,0.78,689730.64,140269.29,157857.75,18037.36,373566.24,367615.3,5623.69,327.25,0,31,3
7848,2016-05-22,1.22,56942.79,1810.73,32672.86,6.71,22452.49,123.33,22329.16,0.0,1,31,3
7849,2016-05-22,1.16,288374.18,58844.01,123522.39,19570.01,86437.77,85455.55,307.22,675.0,0,32,2
7850,2016-05-22,1.33,8390.24,197.54,3105.84,338.68,4748.18,3330.0,1418.18,0.0,1,32,2
7851,2016-05-22,0.96,271979.26,79353.25,105907.42,5994.65,80723.94,78267.45,6.49,2450.0,0,33,2
7852,2016-05-22,1.03,11131.05,231.2,4605.85,232.4,6061.6,2186.4,3875.2,0.0,1,33,2
7853,2016-05-22,0.9,171189.02,55226.51,50049.44,230.36,65682.71,62687.37,1307.56,1687.78,0,34,2
7854,2016-05-22,0.79,12266.68,222.72,3750.64,0.0,8293.32,1445.87,6847.45,0.0,1,34,2
7855,2016-05-22,1.1,488201.43,156352.97,253576.99,20549.75,57721.72,55547.83,0.0,2173.89,0,35,6
7856,2016-05-22,2.01,8439.22,1744.81,6492.36,0.0,202.05,202.05,0.0,0.0,1,35,6
7857,2016-05-22,0.78,569349.05,157623.84,205497.08,20406.29,185821.84,154279.25,30337.59,1205.0,0,36,6
7858,2016-05-22,1.15,21361.58,2091.2,10494.08,4.81,8771.49,8771.49,0.0,0.0,1,36,6
7859,2016-05-22,1.31,817923.28,247488.87,416811.55,70753.98,82868.88,80974.56,945.43,948.89,0,37,6
7860,2016-05-22,2.34,30292.77,1453.65,27106.36,0.0,1732.76,1722.76,10.0,0.0,1,37,6
7861,2016-05-22,0.87,726064.91,92633.9,212729.2,10453.62,410248.19,324711.11,85148.99,388.09,0,38,3
7862,2016-05-22,1.55,53707.4,631.72,36746.36,18.54,16310.78,262.85,16047.93,0.0,1,38,3
7863,2016-05-22,1.04,343576.29,135034.4,98568.31,6909.7,103063.88,59371.64,40067.82,3624.42,0,39,1
7864,2016-05-22,1.45,9809.46,1000.77,2448.67,335.66,6024.36,5214.09,810.27,0.0,1,39,1
7869,2016-05-22,0.89,100552.55,28756.53,23438.52,3206.91,45150.59,36360.99,8782.18,7.42,0,40,3
7870,2016-05-22,1.49,3894.15,81.14,3124.78,0.0,688.23,0.0,688.23,0.0,1,40,3
7871,2016-05-22,0.81,279392.4,85909.4,8500.2,15.76,184967.04,156414.69,28505.49,46.86,0,41,7
7872,2016-05-22,2.03,5259.2,2152.85,2715.23,3.51,387.61,304.62,82.99,0.0,1,41,7
7873,2016-05-22,1.27,72636.09,951.3,40672.39,600.23,30412.17,29287.17,0.0,1125.0,0,42,0
7874,2016-05-22,1.45,3696.52,0.0,380.34,0.0,3316.18,2410.89,905.29,0.0,1,42,0
7875,2016-05-22,1.18,327249.29,164833.67,65400.76,187.53,96827.33,54513.18,33377.48,8936.67,0,43,1
7876,2016-05-22,1.46,5378.15,1261.03,60.05,0.0,4057.07,4057.07,0.0,0.0,1,43,1
7881,2016-05-22,0.8,857842.32,497605.2,111206.4,50440.46,198590.26,97204.01,93102.92,8283.33,0,44,3
7882,2016-05-22,1.36,30983.48,6703.59,12464.46,999.34,10816.09,4708.3,6107.79,0.0,1,44,3
7883,2016-05-29,1.49,127812.25,2580.77,104876.94,103.64,20250.9,19519.92,180.98,550.0,0,0,0
7884,2016-05-29,1.49,1117.44,5.82,218.73,0.0,892.89,892.89,0.0,0.0,1,0,0
7885,2016-05-29,0.78,691344.07,267460.99,154238.9,246.79,269397.39,77155.12,186791.99,5450.28,0,1,1
7886,2016-05-29,1.35,8848.72,1866.5,4018.57,0.0,2963.65,883.61,2080.04,0.0,1,1,1
7887,2016-05-29,1.19,890196.73,61989.17,577334.28,44265.84,206607.44,200150.21,3716.12,2741.11,0,2,2
7888,2016-05-29,1.7,23435.02,754.48,10667.23,322.07,11691.24,9420.82,2270.42,0.0,1,2,2
7889,2016-05-29,0.63,82549.14,29694.73,4570.07,6.61,48277.73,47343.36,926.1,8.27,0,3,3
7890,2016-05-29,1.38,2206.16,5.29,1132.48,0.0,1068.39,473.33,595.06,0.0,1,3,3
7891,2016-05-29,1.08,673496.13,7708.04,461424.99,72848.75,131514.35,129466.02,142.22,1906.11,0,4,0
7892,2016-05-29,1.59,12652.15,8.02,713.52,0.0,11930.61,10705.13,1225.48,0.0,1,4,0
7893,2016-05-29,1.19,147423.25,1442.3,81631.15,353.83,63995.97,63440.97,0.0,555.0,0,5,0
7894,2016-05-29,1.64,7055.5,33.37,1055.87,0.0,5966.26,1972.69,3993.57,0.0,1,5,0
7897,2016-05-29,1.21,235009.02,49747.65,92110.53,41274.31,51876.53,45120.69,6510.84,245.0,0,6,2
7898,2016-05-29,1.66,5676.93,301.54,2647.47,702.09,2025.83,2015.83,10.0,0.0,1,6,2
7899,2016-05-29,1.15,958566.68,36554.49,642857.54,145363.84,133790.81,129034.96,3359.7,1396.15,0,7,4
7900,2016-05-29,1.08,65325.69,186.15,64298.18,0.0,841.36,841.36,0.0,0.0,1,7,4
7901,2016-05-29,0.84,268328.36,4644.3,164356.12,7148.83,92179.11,20884.04,69163.08,2131.99,0,8,4
7902,2016-05-29,1.24,14695.59,459.73,8442.84,0.0,5793.02,923.63,4869.39,0.0,1,8,4
7903,2016-05-29,0.93,201747.62,95063.05,36787.21,7985.33,61912.03,53230.25,6885.94,1795.84,0,9,4
7904,2016-05-29,1.39,7507.51,371.44,4348.79,54.16,2733.12,590.47,2142.65,0.0,1,9,4
7905,2016-05-29,0.77,1354696.91,682737.6,292600.25,58729.32,320629.74,301233.11,10985.08,8411.55,0,10,5
7906,2016-05-29,1.0,27580.57,10016.93,341.12,0.0,17222.52,12248.06,4974.46,0.0,1,10,5
7907,2016-05-29,0.85,977871.04,181470.96,282618.43,33023.48,480758.17,79916.14,400601.75,240.28,0,11,3
7908,2016-05-29,0.96,34072.77,8555.66,1938.53,22.63,23555.95,22884.59,671.36,0.0,1,11,3
7909,2016-05-29,1.04,348557.33,127403.87,45533.0,38082.17,137538.29,122656.94,4439.52,10441.83,0,12,4
7910,2016-05-29,1.41,19412.28,634.9,11896.25,0.0,6881.13,622.9,6258.23,0.0,1,12,4
7911,2016-05-29,1.32,193459.52,2079.99,117665.38,2496.3,71217.85,65724.71,5039.38,453.76,0,13,4
7912,2016-05-29,1.69,1778.67,19.11,1245.12,0.0,514.44,486.67,27.77,0.0,1,13,4
7915,2016-05-29,1.13,280015.07,44168.8,143022.78,136.56,92686.93,79281.93,12975.0,430.0,0,14,0
7916,2016-05-29,1.75,9117.05,191.45,190.06,22.57,8712.97,7698.69,1014.28,0.0,1,14,0
7917,2016-05-29,1.15,382443.83,5717.38,310084.06,433.03,66209.36,63033.05,1485.98,1690.33,0,15,0
7918,2016-05-29,2.36,8731.75,108.44,4143.31,4.02,4475.98,4437.31,38.67,0.0,1,15,0
7919,2016-05-29,0.82,1128598.95,554092.01,247279.64,116263.41,210963.89,91661.86,110662.03,8640.0,0,16,5
7920,2016-05-29,0.96,28717.52,12198.1,72.56,0.0,16446.86,14854.83,1592.03,0.0,1,16,5
7921,2016-05-29,1.01,210386.61,13152.88,109784.28,12495.73,74953.72,47279.19,24844.19,2830.34,0,17,4
7922,2016-05-29,1.33,4126.64,166.85,1890.42,0.0,2069.37,1428.58,640.79,0.0,1,17,4
7923,2016-05-29,0.92,242168.85,141300.92,36410.66,981.98,63475.29,22104.57,40394.05,976.67,0,18,1
7924,2016-05-29,1.63,4110.96,2183.27,164.4,9.96,1753.33,1753.33,0.0,0.0,1,18,1
7925,2016-05-29,0.89,391993.97,131708.14,115790.28,11869.51,132626.04,46240.64,86165.96,219.44,0,19,3
7926,2016-05-29,1.35,22983.35,3737.94,16569.88,0.0,2675.53,695.76,1979.77,0.0,1,19,3
7927,2016-05-29,0.83,3203935.53,1214455.87,691108.91,113180.16,1185190.59,1038686.31,119446.72,27057.56,0,20,6
7928,2016-05-29,1.11,111714.45,14878.34,30381.74,0.0,66454.37,66031.6,422.77,0.0,1,20,6
7929,2016-05-29,0.99,109060.73,2052.33,71648.43,2467.51,32892.46,14675.3,17510.34,706.82,0,21,2
7930,2016-05-29,1.5,1972.92,0.0,1239.21,0.0,733.71,203.33,530.38,0.0,1,21,2
7931,2016-05-29,0.97,849097.69,513204.86,167161.0,248.87,168482.96,64610.91,93591.22,10280.83,0,22,1
7932,2016-05-29,1.27,5931.42,851.52,16.57,0.0,5063.33,5043.33,20.0,0.0,1,22,1
7935,2016-05-29,0.87,238624.36,144140.44,21273.82,993.26,72216.84,56072.86,15057.31,1086.67,0,23,2
7936,2016-05-29,1.16,11609.26,845.21,5055.04,0.0,5709.01,1665.11,4043.9,0.0,1,23,2
7937,2016-05-29,0.85,300077.74,167413.0,47486.01,355.33,84823.4,65115.76,14412.64,5295.0,0,24,5
7938,2016-05-29,1.8,1035.0,693.0,0.0,0.0,342.0,338.67,3.33,0.0,1,24,5
7939,2016-05-29,1.08,1827100.26,19729.58,1354634.86,24551.86,428183.96,357118.51,70667.12,398.33,0,25,0
7940,2016-05-29,2.15,34505.47,4303.03,13793.1,2706.92,13702.42,11496.63,2205.79,0.0,1,25,0
7943,2016-05-29,1.1,499944.01,19245.04,337329.57,58060.21,85309.19,83274.96,4.23,2030.0,0,26,0
7944,2016-05-29,1.19,4901.16,2.54,353.15,0.0,4545.47,4545.47,0.0,0.0,1,26,0
7945,2016-05-29,0.95,481068.52,283442.26,82501.22,344.58,114780.46,48638.37,62353.75,3788.34,0,27,1
